,title,vector,cluster
1200,airline,"[-7.8351e-02 -4.5208e-01  1.1981e-01 -1.7428e-01 -8.4310e-02 -7.5570e-01
 -5.8202e-01 -3.4177e-01  6.7797e-02 -6.8672e-02  3.5431e-01 -1.3255e-02
  4.4639e-01  1.3951e-01 -7.6760e-01 -1.0985e+00  5.7807e-01 -1.6512e-01
  7.2418e-01  3.7420e-01  1.8978e-01  1.9187e-01 -1.7807e-01 -2.5883e-01
 -1.3813e-01 -7.3337e-01 -1.5019e-01 -6.5803e-02 -5.3331e-01 -5.8588e-01
 -4.4378e-01  1.0605e+00 -5.2560e-01 -6.4185e-01 -3.8712e-02  8.2101e-01
  6.1325e-01  4.9054e-01  4.7762e-01 -1.1200e-02 -2.3473e-01 -1.5221e-01
  3.1686e-01  4.6121e-01  5.8781e-01  7.9325e-01  2.5924e-01 -3.9156e-01
  7.8842e-02 -1.9547e-01 -1.8845e-01  4.6864e-01 -3.3959e-01  8.1473e-01
 -1.1625e-02 -1.1999e+00  1.2467e-01  7.4477e-01  2.7847e+00  7.4361e-01
  1.7950e-01 -2.7304e-01  3.0471e-01 -6.6518e-01 -5.2860e-01 -3.1695e-01
 -7.4016e-01  3.3668e-01  1.6802e-01  2.1379e-02 -4.3969e-01 -7.2881e-01
 -6.3180e-01 -1.4508e-01  5.8286e-01 -2.1023e-01  4.1697e-01 -6.4368e-01
 -1.4435e+00  2.9161e-01  6.2215e-02 -1.0573e+00  2.3546e-01  2.3907e-01
 -6.5276e-01 -1.2810e+00  2.3971e-01 -8.0144e-04 -9.6714e-01  2.4409e-01
  3.0200e-01  4.6525e-01 -1.2881e-02 -8.1758e-01 -2.4888e-02  1.0602e+00
  5.7557e-01  2.3346e-01  2.1771e-01 -3.1866e-01]",14
1201,gusto,"[ 0.11385   -0.064318   0.031715   0.12294   -0.16848    0.52073
  0.10351   -0.10432    0.47088    0.36338    0.030602  -0.083675
 -0.62807   -0.79206    0.2086    -0.21477   -0.34715    0.21576
  0.21295    0.17986    0.48732    0.12862   -0.85776   -0.2335
  0.15683    0.22438   -0.45041   -0.025509  -0.078686  -0.87943
  0.060224  -0.72688   -0.036374   0.20419   -0.25614    0.44665
 -0.090601   0.061151  -0.1713    -0.4113     0.55533    0.070573
 -0.37743   -0.031145  -0.15392   -0.12715    0.1089    -0.60348
  0.13501   -0.096208  -0.40685    0.46946   -0.0036294  0.41034
 -0.2869     0.14485   -0.13986    0.28635   -0.60595   -0.3879
 -0.14191    0.26495   -0.25775   -0.5483    -0.34421   -0.47025
  0.44494   -0.4503     0.35812    0.25653    0.060533   0.022447
  0.21957   -0.48774   -0.069988   0.50629   -0.85223   -0.63174
  0.23492    0.16244    0.27594   -0.44989    0.22175    0.30597
 -0.2784     0.21507   -0.18884    0.31908   -0.61258   -0.24983
 -0.19261   -0.35747   -0.021891   0.64907    0.21493   -0.12738
 -0.53174   -0.58936    0.35283    0.80031  ]",7
1202,blackbird,"[ 0.14964   0.50443   1.4296    0.82261   0.20255   0.053644  0.54664
 -0.73981  -0.038368  0.12986  -0.25024   0.43064  -0.011312  0.42617
 -0.69287   0.16707   0.58529   0.60321   0.47721   0.040428 -0.063649
  0.12732   0.28496   0.20066   0.62629   0.70747   0.1933    0.38934
 -0.23608   0.37778  -0.82369   0.23613   0.44877  -0.044507  0.51353
  0.97786   0.26607  -0.20149   1.1918    0.092384 -0.17988   0.80414
 -0.5403    0.8125   -0.041422 -0.094157 -0.48728  -0.11839   0.14216
  0.11538  -0.45121  -0.31646  -0.60508  -0.35078  -0.96712  -0.067867
  0.73235   0.49168  -0.30047   0.31724  -0.44262  -0.030595  0.28184
  0.34113  -0.70247  -0.62852   0.018347 -0.19934   0.27486   0.095255
 -0.28894  -0.26676  -0.40793  -0.59139  -0.56413   0.11106   0.044752
  0.13604   0.1186    0.6403   -0.33674   0.072083  0.5527    0.29338
 -0.5306   -0.083739  0.83169  -0.42948  -0.19964   1.2994   -0.68947
  0.19275   0.12049   0.42335   0.53565  -0.4285   -0.19767  -0.16145
 -0.64004  -0.46201 ]",3
1203,fighter,"[ 0.14165    0.23831    0.50766    0.086155  -0.34493   -0.30752
  0.98937   -1.3972    -0.91414    1.1866     0.82735   -0.62058
  0.28594   -0.53473   -0.31791   -0.53938    0.14293   -0.19411
  0.74415    0.37653    0.68931   -0.41271    0.61913   -0.039225
  0.64477    0.32032   -0.21163    0.34699    0.59065    0.36609
 -0.94856    0.57538   -0.35865    0.64704    1.005      0.62277
 -0.32223   -0.12029    0.62466    0.47719    0.034797   0.45256
  0.68772   -0.0019565  0.97442   -0.21861   -0.066567   0.048889
 -0.183     -0.15091   -0.6377     0.64642   -0.10831    1.4556
  0.66638   -0.817      0.27123    0.39165    1.8099     0.43337
  0.68453    1.0832    -0.081683   0.67031   -0.22477    0.10218
 -0.45499    0.51776   -0.63851    1.0995     0.39166   -1.7935
 -0.39875    0.27505    0.22218    0.21587    0.025803   0.58263
 -0.46579    0.64988   -0.024553  -0.71207    0.14546    0.004465
 -0.67163    0.024195  -0.048852  -0.22323    0.19513   -0.11756
 -0.15219   -0.52119    0.16968    0.41218   -0.38128    0.33486
 -0.0057617 -0.15511   -0.14131   -0.53509  ]",2
1204,grünen,"[-0.10513   -0.17013   -0.46967   -0.4503    -0.47443    0.060289
  0.4681    -0.32041    0.0020356  0.16159    0.25064    0.28769
 -0.35829    0.11342   -0.23116    0.20237   -0.22496   -0.16819
  0.3213    -0.11635    0.33114    0.55031   -0.24635   -0.38217
 -0.39207    0.6525     0.015089   0.3931     0.48596    0.36718
 -0.24354    0.024331   0.0031953 -0.73258    0.35112   -0.46215
  0.16656   -0.30787    0.013659  -0.021797   0.31486    0.069494
 -0.35659    0.42299    0.070396  -0.74406   -0.29289    0.488
 -0.83886    0.44005    0.3204    -0.31539    0.20892   -0.30772
 -0.19681    0.48125    0.65652    0.83866   -0.40713   -0.089353
  0.037128  -0.044552  -0.36342    0.044496   0.13342    0.69897
 -0.10353   -0.44899   -0.31358   -0.33476    0.19125   -0.039561
 -0.40669    0.2604    -0.16339    0.54129    0.12646    0.025893
  1.0397     0.014346  -0.0067374 -0.23992    0.38571   -0.24026
  0.28708    0.17147    0.034261  -0.26149   -0.18615    0.91363
  0.42025    0.27155    0.73804    0.35183    0.20303   -0.11505
  0.12701    0.24233   -0.043352  -0.28959  ]",4
1205,praxis,"[ 0.138      0.49843   -0.037752   0.29199   -0.24426    0.62399
 -0.12914   -0.35434   -0.17171   -0.12892    0.27562   -0.014098
  0.11327    0.02927   -0.21224    0.61443    0.45327    0.23377
  0.3439     0.013706  -0.2649    -0.5765    -0.53781    0.27023
 -0.42567    0.41183   -0.1105     0.36145   -0.09255    0.65007
 -0.082421  -0.056457  -0.92732    0.31487   -0.028858  -0.29338
  0.12259    0.17405   -0.28182   -0.33906    0.29773    0.96595
 -0.37182   -0.47628   -0.34197   -0.78751   -0.004342   0.36397
 -0.51244    0.6637    -0.5626     0.68444   -0.81989   -0.53494
 -0.058351  -0.36439    0.65316   -0.24645   -0.39139    0.0038219
  0.36635   -0.66852    0.043713   0.62249    0.023512  -0.13446
 -0.57627   -0.88       0.026321  -0.10421   -0.13901   -0.25467
 -0.044103   0.21418   -0.73841   -0.14792    0.087522   0.065337
 -0.29727   -0.70102   -0.060416   0.58853   -0.0023083 -0.069588
 -0.2504     0.29136   -0.0017262 -0.63549   -0.33373   -0.19044
 -0.21479    0.01841    0.089527   0.9794     0.81431    0.040008
  0.35187   -0.097809  -0.068344   0.1409   ]",4
1206,gewalt,"[-0.061247  -0.41337   -0.3813     0.13575   -0.33841   -0.16121
  0.30138   -0.23677    0.21896   -0.13137    0.089516   0.55499
 -0.17806    0.1147    -0.1748     0.16326   -0.18235    0.47923
  0.013218   0.0027368  0.072773   0.032222  -0.6083    -0.0087098
 -0.3599     0.14458    0.42028    0.24867    0.27945    0.28729
 -0.14543   -0.28062   -0.15222   -0.33882    0.019655  -0.39838
  0.40942   -0.30594    0.090634   0.045595   0.39769    0.24831
 -0.28011    0.3638    -0.21726   -0.43143   -0.18829    0.28572
 -0.097477   0.29325    0.18762   -0.25147   -0.28572   -0.44121
  0.18833    0.48958    0.35152    0.43422   -0.55625   -0.30583
  0.23366   -0.37307   -0.15837   -0.19727   -0.14452    0.20267
 -0.16168   -0.1654    -0.19988    0.085031   0.22413    0.22068
 -0.039377   0.38802   -0.038489  -0.099795   0.21776    0.17394
  0.23248    0.077865  -0.28705   -0.32768    0.17194   -0.3166
  0.26661   -0.094591  -0.44776   -0.47009   -0.33393    0.2383
 -0.10471    0.013278   0.30026    0.033468   0.65997    0.12075
  0.22502    0.32481   -0.27766   -0.028915 ]",4
1207,favorit,"[-0.032494  -0.406      0.015214   0.053966   0.018875   0.0091263
  0.38442   -0.19092    0.1104    -0.030007   0.28368   -0.13192
 -0.34613   -0.19655   -0.17831    0.23844   -0.072365   0.33725
  0.43949   -0.075175  -0.045209  -0.35962   -0.19261   -0.15612
 -0.038392   0.21722    0.18851    0.20323   -0.40562    0.085984
  0.22003    0.032618   0.15834    0.20597    0.055658  -0.064131
 -0.083371  -0.57644    0.33892   -0.099481   0.15056    0.28404
 -0.28508    0.099028   0.34571   -0.11254    0.15447   -0.0484
  0.041473   0.86346   -0.21935    0.20029    0.052519  -0.30378
  0.4924     0.43649    0.33795    0.29828   -0.51203   -0.31246
  0.32395   -0.18987   -0.21137    0.23652   -0.022306   0.037633
 -0.28173   -0.76046   -0.40012   -0.27685    0.25488    0.25464
  0.044131   0.62306    0.26239    0.33601    0.33886    0.01225
 -0.26466    0.1752    -0.2194    -0.37468    0.4285    -0.18943
  0.092302  -0.26589    0.14066   -0.14851   -0.026277   0.63732
  0.055742   0.14878    0.11537    0.27893    0.83408   -0.13078
  0.22102    0.48634   -0.20823   -0.11161  ]",4
1208,lagarde,"[-0.50236  -0.23547   0.27511   0.1427    0.18157  -0.53082  -0.025128
  0.30951   0.58942  -0.1117   -0.20422   0.87929  -1.608     0.47891
 -0.021308  0.055007 -0.6069   -0.37999  -0.47609   0.013591 -0.80641
  0.25596   0.067318 -0.24747   0.1502   -0.84993   0.19225  -0.51174
 -0.13759   0.1194   -0.78808  -0.86646  -0.50726  -0.20334   0.036493
  0.47227   0.24974   0.13845  -0.36181  -0.18272  -0.24515  -0.39487
 -0.026226  1.3029   -0.35386   0.43959  -0.1618   -0.23673  -0.24117
 -0.31409  -0.69797   0.29847   0.45727   0.094826 -0.18179  -0.17962
  0.097944  0.87912  -0.74424   0.94434   0.29374  -0.77696  -0.8912
 -0.49572  -0.38905   0.49742  -0.33238   0.11583   0.47194  -0.22195
  0.14911  -0.083541 -0.42327  -0.47641   0.48816   0.28513  -0.45964
  0.25665  -0.43794  -0.072691 -0.45791  -1.0377    0.35004  -0.016934
  0.12595  -1.3767    0.18686  -0.079844 -0.78171  -0.87263   0.87134
 -0.62846   0.40308  -0.25883   0.4603    0.54288  -0.76107  -0.52223
  0.086606  0.28198 ]",3
1209,goldstein,"[ 0.28347   -0.30256   -0.85818   -0.93168    0.070987  -0.10912
  0.71846   -0.28253   -0.082893  -0.2702    -0.45979   -0.01531
  0.43072    0.29489    0.47462    0.29906   -0.15469    0.28431
 -0.93855    0.35314    0.075305  -0.61433    0.7073     0.82243
  0.25057   -0.15962    0.72528   -0.3068     0.12958    0.09129
 -0.23787    0.29585    0.056928   0.44378   -0.65818   -0.81166
  0.062238   0.30681    0.69119   -0.076256  -0.49296    0.21807
 -0.06037    0.49899    0.070535  -0.51214   -0.16579    0.096809
 -0.33781   -0.23127    0.63453   -0.77701    0.34841   -0.65206
 -0.76519   -0.88834    0.33396    0.41947   -0.056428   0.41342
  0.45268   -0.21106    0.2994    -0.13657    0.032577  -0.28246
  1.1107     1.0321    -0.030725  -0.2635     0.054599   0.17456
 -0.13923   -0.29125    0.033678  -0.35249    0.20575   -0.14331
 -0.15605    0.0053225  0.46193    0.12327   -0.6473    -0.01728
  0.2342    -0.22398    0.035298  -0.34369   -0.30553   -0.29423
  0.27057   -0.47955    0.99863   -0.059456  -0.091232   0.24959
  0.77599    0.18568   -0.051848   0.91163  ]",3
1210,königssee,"[ 5.4244e-01 -6.0912e-01  3.0037e-01  6.6637e-01 -2.3921e-01 -6.1028e-01
  9.3047e-02  2.0471e-01  4.3901e-01 -5.5420e-01  4.6200e-01  1.5901e-01
  1.3204e-02 -2.0895e-01 -6.6211e-01  4.9122e-01 -3.0233e-01 -9.5024e-02
 -1.4388e-01 -1.1947e-01 -3.0215e-01  6.7128e-01  3.6616e-01 -6.4070e-02
 -1.6998e-03 -9.7853e-02  1.1470e-01  3.2720e-01  3.1025e-01  1.0017e+00
 -1.5093e-01 -5.9563e-01 -9.5303e-02 -1.8193e-01 -4.7268e-02 -3.4165e-01
 -4.4736e-01  1.2604e-01 -7.8708e-01 -4.8307e-01 -1.9456e-01 -3.3383e-01
 -3.9373e-01  4.9884e-01 -4.4505e-01  3.1465e-01  7.9083e-01  6.4993e-02
 -2.2396e-01 -5.1930e-02 -4.0711e-01 -6.5623e-02  3.2435e-01 -7.0988e-01
 -2.6220e-01 -1.0834e-01 -1.5949e-01 -1.4499e-01 -6.2618e-01 -4.6377e-01
 -3.5759e-01  7.4516e-02  5.6182e-03 -6.0076e-01  1.2545e-01 -6.0496e-02
 -6.7859e-01 -6.0178e-01 -3.0507e-01 -2.2291e-01  1.1168e-01  9.1748e-02
 -2.6608e-01  4.5374e-01  2.3215e-01  2.7524e-01  9.4936e-01 -2.2052e-01
  1.0298e+00 -1.2869e-01 -3.0370e-01 -6.4480e-02 -1.2410e-01  2.2892e-01
  7.1184e-01  5.4062e-01 -1.4220e-01  5.5956e-01  1.4974e-01  5.6839e-01
 -5.9185e-02  2.6895e-02  4.6892e-01  1.4611e-01  6.2059e-01  5.4141e-01
  8.4285e-04  8.4660e-01  2.7257e-01  3.7316e-01]",12
1211,text,"[-0.49705    0.71642    0.40119   -0.05761    0.83614    0.8256
  0.08963   -0.53492    0.34335   -0.27079   -0.011152   0.025207
 -0.1235     0.11801    0.045312   0.73144    0.13744   -0.13084
 -0.028249  -0.30789   -0.81864   -0.54517    0.25151    0.53891
  0.38293   -1.0343    -0.1104     0.44977   -0.13019    0.24847
  0.1048     0.19567   -0.42672   -0.37912    0.14535   -0.025532
 -0.23523   -0.3638    -0.14269    0.0062072 -0.63      -0.23068
  0.086461   0.22126   -0.65625   -0.55701   -0.60243   -0.13159
 -0.027226   0.0044152  1.4123     1.3042     0.54118    0.33443
 -0.51865   -1.8253    -0.30525   -0.32747    1.236      0.08771
  0.007793   0.36571   -0.39304   -0.79174    0.57874   -0.0025427
  0.10442    0.64166   -0.1881    -0.76203    0.23008    0.30637
  1.0386    -0.69846    0.31094    0.63762   -0.09997    0.16999
 -0.59984   -0.89565   -0.25059   -0.93011   -0.59606   -0.32965
 -1.6828     0.39102    0.65383   -1.5176     0.61748    0.0075596
  0.040066   0.60803   -0.027058   0.15273   -0.16887   -0.47664
 -0.61775   -0.98735    0.23776    0.39952  ]",6
1212,sender,"[-1.7188e-01 -2.1445e-01  3.5176e-01 -5.7784e-01 -2.3199e-01  5.2819e-01
 -3.5616e-01 -1.5527e+00  5.8321e-01  7.2573e-01  5.6053e-01  4.2981e-03
 -3.0694e-01  6.4588e-03 -8.9264e-02  1.1182e-01  4.6657e-01 -2.4217e-02
 -5.2069e-02 -1.2617e-01 -1.5324e+00 -1.3152e-01 -5.4895e-01  5.3756e-01
  5.7519e-01  2.8227e-01  7.6619e-01  6.3408e-01  6.5019e-01 -2.4538e-01
  7.3391e-01  1.0255e+00  4.6705e-01  7.5726e-01  1.2617e-01  1.2713e-01
  6.4450e-04 -8.1314e-02  1.0893e-01  2.2337e-01  4.6307e-01 -4.9354e-02
  1.9158e-01  3.1306e-01 -4.3188e-01 -1.2898e-02  1.7524e-02 -7.0340e-02
  2.7175e-01  6.5042e-01  3.2923e-01  8.2221e-01  9.7141e-01 -1.8906e-01
 -7.5207e-01  8.6709e-02 -3.6854e-01 -3.7899e-01  2.8452e-01  2.5351e-01
 -1.3845e-01  1.0927e-01 -4.0056e-01 -2.0163e-01  1.8437e-01  9.7286e-02
  3.8187e-01  6.2372e-01 -4.7233e-01 -8.2324e-02 -7.3639e-01 -6.6492e-01
  1.9675e-01 -1.1888e-01  1.1489e+00  1.9014e-02  1.7938e-01 -5.9166e-01
 -1.1040e-01 -9.9299e-01  1.4133e-01  5.2305e-02 -6.7245e-01 -9.5125e-01
 -6.4729e-01  6.4137e-01  8.9533e-01 -5.3152e-01 -2.2718e-01 -8.6162e-03
 -9.2735e-01  1.4856e+00  6.8592e-01 -1.0009e-01  4.9900e-02  5.5864e-02
  1.1540e+00 -2.5397e-01 -6.2635e-01 -3.1800e-01]",3
1213,vinzenz,"[ 0.091562   0.15978   -0.39921    0.6297    -0.064484  -0.42587
  0.087026  -0.18784    0.008104  -0.26019   -0.21365    0.45704
 -0.2102    -0.021045  -0.032069   0.052634  -0.34625    0.16672
 -0.25562   -0.11069   -0.66808    0.27217    0.099143   0.20759
 -0.44628   -0.049886  -0.098506   0.30978    0.049052   0.25882
  0.18083   -0.58267    0.26042    0.10348   -0.14551   -0.47864
  0.021694  -0.20319   -0.087128   0.45515    0.36607    0.41795
 -0.0016018  0.45884   -0.10825   -0.30511   -0.2129     0.53571
  0.24657    0.41046    0.086581   0.062604  -0.2825    -0.39754
  0.52817    0.58657    0.17278    0.4824    -0.72808   -0.20211
  0.27963   -0.20369    0.20833    0.061619  -0.37402   -0.22195
 -0.23903   -0.070669  -0.040015  -0.15601   -0.4304     0.047041
  0.073188   0.39075    0.099989  -0.015436  -0.019597   0.25749
  0.67024    0.14      -0.049166  -0.12238    0.021856  -0.077292
  0.23818   -0.24629    0.18069    0.13116   -0.10125    0.047844
  0.37109    0.020882  -0.067054  -0.034335   0.26151   -0.055818
  0.25172    0.12726   -0.60669   -0.34351  ]",12
1214,kreuz,"[ 1.2282     0.11655   -0.91755    0.20778   -1.3132    -0.84541
 -0.099028  -0.49721    0.22971   -0.19061    0.21037    0.1514
  0.32607   -0.13985   -0.18104    0.31093    0.58597   -0.21986
  0.082134  -0.11133    0.26469   -0.48128   -0.27449   -0.21045
  0.15817    0.77772    0.23196    0.50531    0.34059    0.2399
 -0.22647   -0.50231   -0.0092054  0.66175    0.79233    0.12188
  0.099933   0.23127    0.083522  -0.021808   0.61244   -0.94643
 -0.78453    0.64008   -0.45264   -0.26517    0.26341    0.56607
 -0.27302    0.57614   -0.3524     0.25548    0.18205   -0.60143
 -0.94939    0.091029  -0.23356    0.29912   -0.18668   -0.18577
  0.19774   -0.178     -0.30119   -0.27442   -0.075437  -0.12459
  0.54856    0.090513  -0.40858   -0.35081   -0.018486   0.17244
 -0.064694  -0.13294    0.027825  -0.3582     0.47772   -0.21567
 -0.52675   -0.75516    0.27074   -0.74678   -0.23786   -0.14464
  1.2287    -0.1748    -0.63419   -0.27772    0.23017   -0.63325
 -0.37669    0.5076    -0.040185  -0.41367    0.29002   -0.32483
  0.76556    0.10961   -0.7506     0.56591  ]",4
1215,examen,"[ 0.87287   -1.0248    -1.0686     0.83262   -0.38483    0.11541
  0.068059   1.011      0.19384    0.43183   -0.036647   0.1217
 -0.37472    0.40572   -0.38856    0.5196    -0.69087    0.18795
 -0.11534   -0.44039    0.45878    0.49734   -0.69676   -0.0096672
 -0.5161     0.18413   -0.39266    0.92194    0.17042   -0.55345
 -0.26208   -0.68101    0.11215    0.12168   -0.94612    0.16583
 -0.48849    0.19512   -0.10579    0.60886   -0.11615    0.62169
  0.16929   -0.43394   -0.12866   -0.13026   -0.044403   0.076742
 -0.6657     0.52262   -0.84313    0.5908    -0.012011  -0.009293
  0.15417   -0.17641    0.073196   0.077705  -0.22803   -0.68796
  0.39432    0.29115   -0.68679   -0.05702   -0.4368    -0.25286
 -0.29146   -1.2011     0.0029738  0.88618    0.20847   -0.15333
  0.73369    0.0514    -0.56796    0.23467   -1.3488     0.074423
  0.8315    -1.1676    -0.14326   -0.018553  -0.59652   -0.55272
  0.82817   -0.5152     0.20968   -0.36848   -0.26531   -0.36234
 -0.22757   -0.58996    0.76827    0.69079    0.85448   -0.057756
 -1.1851     0.33728    0.17301    0.58679  ]",4
1216,ostholstein,"[ 1.0278e-01 -2.4248e-01  1.5526e-01  5.8811e-01  3.8932e-01  2.5832e-02
 -2.0206e-01  1.6084e-01 -2.9751e-03  1.7747e-01 -1.3253e-01 -3.4962e-01
 -3.7301e-01  4.3759e-01 -5.2144e-01  1.6112e-01 -2.2551e-01  3.8531e-01
  3.1636e-01  1.8145e-01 -1.9222e-01  3.5704e-01  4.7646e-02  8.3932e-02
 -8.6871e-01 -2.3660e-01  3.6354e-01  2.3706e-01 -3.0447e-01  1.2271e-01
  1.4708e-01 -4.9304e-01  4.9465e-02 -7.8488e-02  3.0541e-01 -6.1218e-01
 -1.0155e-01 -4.2067e-01  2.1452e-01 -1.4403e-04  4.9575e-01  3.5109e-01
  1.8574e-02 -1.2453e-01 -9.5359e-02 -2.4814e-01  6.9056e-01 -7.1933e-03
 -3.8970e-01  2.3584e-02  1.8196e-01 -2.0470e-01 -1.6709e-01 -5.0154e-01
 -2.9467e-01  8.1766e-01  2.4739e-01 -1.5374e-01 -5.6473e-01 -5.9293e-01
  3.0362e-01 -5.7789e-01  1.9559e-01  1.3915e-01  9.5233e-02  1.2996e-01
 -4.8244e-01 -1.4529e-01 -3.5408e-01  1.4527e-01  4.7170e-01 -1.4753e-01
 -6.2791e-02  7.7478e-01 -2.0434e-02  4.7837e-01  2.0616e-01 -2.9513e-01
  7.6101e-01  3.7449e-01 -6.2681e-01 -2.0101e-02 -1.5646e-02 -7.1171e-02
  5.6484e-01 -1.6080e-02 -5.8751e-01 -1.3387e-02 -6.1045e-02  1.8382e-01
  2.9786e-01  1.8302e-02 -1.8227e-02  4.8641e-04  6.2417e-01  3.0655e-01
  4.3070e-01 -1.5332e-02 -1.1818e-01 -2.2239e-01]",12
1217,brecher,"[-0.21031   -0.1464    -0.72917   -0.46351    0.23964   -0.60473
  0.19493   -0.045931   0.77537   -0.19331   -0.38558    0.30008
 -0.2001    -0.72654   -0.50109    0.083195  -0.055852  -0.045269
  0.15317   -0.16258   -0.15261    0.10172    0.021461  -0.65331
  0.27762    0.13802    0.28018    0.37845    0.17453   -0.053167
 -0.16614   -0.21459    0.009165  -0.32095   -0.5598     0.0030379
  0.64497    0.095651   0.34045    0.38361    0.24805    0.006386
 -0.282      0.34787   -0.093936  -0.22312    0.27387   -0.31314
  0.21327    0.26311    0.39484   -0.17087    0.050355  -0.53649
 -0.2743     0.74973    0.56841    0.055788  -0.8012    -0.19013
  0.22011   -0.12382    0.32764   -0.42364   -0.6651    -0.11491
  0.5379     0.50715    0.30831   -0.067388   0.21996   -0.020884
  0.41444    0.53244   -0.13307   -0.32531    0.074279  -0.061411
 -0.18912   -0.17668    0.10663    0.38572   -0.086878  -0.16595
  0.33794   -0.21181    0.22216   -0.31991   -0.19738   -0.33105
  0.30179    0.14631    0.4156     0.084107   0.33053   -0.03166
  0.016284   0.23076   -0.29915    0.091947 ]",12
1218,gant,"[ 0.065493 -0.23746  -0.086386 -0.64088  -0.16771   0.21557   0.45949
 -0.35094  -0.10239  -0.54032   0.073879 -0.15614   0.46964  -0.14669
  0.035185  0.50805   0.37075   0.96546  -0.089419  0.1963    0.62987
 -0.42037   0.32886   0.32276   0.67415   0.038255 -0.77406  -0.066097
  0.21244  -0.26068   0.009816 -0.072939 -0.036736  0.31328  -0.17434
  0.4982    0.3363    0.40214  -0.044552  0.41862   0.57769   0.2112
  0.21442  -0.28258  -0.43865   0.18135   0.011004 -0.31273   0.19569
  0.69122  -0.44975   0.36178  -0.73005  -0.16319  -0.22339  -0.019099
  0.081903  0.18359  -0.3648    0.70703   0.21101  -0.50811   0.089203
 -0.15992   0.077451 -0.5119    1.1161    0.24995  -0.69039  -0.096908
 -0.43054   0.097166 -0.38687  -0.26523   0.32372   0.66517   0.090065
 -0.13915  -0.13469   0.4225   -0.39901   0.8287   -0.56687  -0.055957
  0.51028   0.20501   0.48799  -0.40675   0.03447  -0.50836  -0.42467
  0.29337  -0.076018 -0.19141   0.22472   0.38501   0.11689   0.70906
 -0.58634  -0.11963 ]",3
1219,gamescom,"[ 0.60772  -1.1748   -0.34833   0.14882  -0.34945  -0.63414   0.42061
  0.66932   0.40254   0.17588  -0.2316   -0.78561  -0.31819  -0.53186
  0.12441   0.60407   0.11337   0.11879   0.019996 -0.3076   -0.48894
 -0.31684  -0.17663   0.42372  -0.24091   0.10516   0.27893   0.56102
  0.19658   0.52158  -0.30669  -0.25267   0.31345   0.095272 -0.263
  0.30186  -0.45844  -0.22761  -0.54224  -0.35813   0.71262   0.091523
 -0.091292  1.0189   -0.89927  -0.20783   0.49264  -0.047262 -0.37215
  0.051595  0.40887  -0.1044   -0.14353  -0.51535  -0.34884  -0.16695
 -0.35414  -0.18836  -0.73763  -0.091623 -0.93885   0.067376 -0.71169
 -0.047574 -0.35033  -0.31102  -0.4579   -0.51644  -0.16871  -0.052527
  0.55853   0.079325  0.16193   0.59979  -0.26908   0.27924   0.49137
 -0.12876   0.22175   0.18495  -0.33716  -0.12409   0.041162  0.27884
  0.11742  -0.41247   0.033895  0.18009   0.035665  0.39989   0.28809
 -0.24837  -0.13993   0.67184   0.67705  -0.072955  0.32419   0.95099
  0.50168  -0.11448 ]",1
1220,ambassadeurs,"[ 0.51066  -0.35204  -0.7214   -0.29902  -0.56535   0.31032   0.20766
  0.14782   0.04642  -0.24837   0.40926   0.041041  0.16637   0.027288
 -0.59962   0.16356  -0.20668  -0.020019 -0.030676  0.051907  0.075146
  0.054438 -0.67279  -0.78211  -0.35613  -0.36495  -0.14137   0.3385
  0.040559  0.18507  -0.23923  -0.30036   0.27059  -0.20919   0.025407
 -0.11788   0.013269 -0.64755  -0.17317  -0.41467   0.27402   0.27843
 -0.62983   0.28231   0.25995   0.093085 -0.50051   0.45758  -0.039381
  0.11878  -0.64662   0.21088  -0.4266   -0.39097  -0.10082   0.11696
  0.55976   0.24505  -0.79613  -0.12484  -0.028954 -0.25271   0.08854
 -0.17429  -0.78912  -0.14782  -0.58021  -0.38572  -0.15073  -0.01236
 -0.46747   0.03628  -0.03594  -0.057033 -0.18683  -0.046074  0.50721
  0.001819  0.52841   0.21306  -0.16967  -0.021283  0.085327 -0.30458
  0.7383    0.1465    0.037548  0.1532   -0.083853  0.23062  -0.23565
  0.40127   0.24158   0.48916  -0.2165    0.28276   0.018487  0.3117
  0.17786   0.1468  ]",4
1221,pommern,"[ 0.20938   -0.40293    0.23419    0.32819   -0.30353   -0.24239
  0.43943   -0.40357    0.10425   -0.2989     0.17479    0.28552
 -0.012573   0.088845  -0.26524    0.077545   0.27443    0.24037
  0.30426   -0.18366    0.005656   0.13192   -0.53887   -0.26435
 -0.29559   -0.025612   0.18602    0.23993    0.15619    0.072809
 -0.47428   -0.7537     0.083355   0.21524    0.19      -0.28028
  0.10251   -0.23387   -0.11325    0.10987    0.21236   -0.18847
 -0.30415    0.24001    0.04856   -0.2841     0.37244    0.24927
 -0.060528   0.42953   -0.35743    0.48664   -0.04861   -0.21068
 -0.25247    0.51864    0.20548    0.087125  -0.9504    -0.16534
  0.23      -0.33363   -0.615     -0.048252   0.16264    0.23211
 -0.29265   -0.056931  -0.14252    0.025695   0.37831    0.35659
 -0.14065    0.33771   -0.081202   0.64145    0.082744   0.20056
  0.37365   -0.226     -0.30486   -0.25601   -0.25926    0.26769
  0.36364   -0.1889     0.074269  -0.57977    0.34052    0.14954
 -0.1417    -0.28372    0.22662    0.068851   0.78278    0.32551
  0.0036883  0.5346    -0.27376   -0.16631  ]",4
